CLIENTNUM,Email,FirstName,LastName,Phone Number,Zip Code,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
713777883,slopez@microsoft.com,Susan,Lopez,800-487-5310,60003,Existing Customer,46,F,0,Graduate,Divorced,Unknown,Blue,36,3,3,2,6853.0,1679.0,5174.0,0.975,3543,52,1.0,0.245
771081558,daniel.sanchez@hotmail.com,Daniel,Sanchez,415-247-8149,80002,Existing Customer,55,M,2,High School,Divorced,$120K +,Blue,42,3,2,2,34516.0,1190.0,33326.0,0.832,2862,78,0.733,0.034
710229333,jgarcia@intel.com,Joshua,Garcia,213-229-9354,60001,Existing Customer,38,M,2,College,Single,$40K - $60K,Blue,20,6,1,3,11068.0,1254.0,9814.0,0.418,3812,64,0.641,0.113
720406233,sroberts@aol.com,Sandra,Roberts,713-526-2622,30002,Existing Customer,35,F,2,Graduate,Married,Less than $40K,Blue,36,5,2,4,5546.0,1829.0,3717.0,0.673,1770,46,1.0,0.33
767784708,matthewm@oracle.com,Matthew,Miller,900-774-3221,50002,Attrited Customer,48,M,0,Doctorate,Married,$60K - $80K,Blue,41,2,3,4,7277.0,504.0,6773.0,0.582,2356,40,0.29,0.069
712052058,charris@gmail.com,Christopher,Harris,702-293-2218,95005,Existing Customer,57,M,3,Graduate,Single,$40K - $60K,Blue,48,3,3,0,9426.0,1574.0,7852.0,0.791,4212,75,0.531,0.167
715278708,cking@ibm.com,Christopher,King,888-402-6409,30001,Existing Customer,55,M,2,Unknown,Single,$60K - $80K,Blue,36,5,3,1,1594.0,927.0,667.0,0.985,3851,65,0.806,0.582
827049558,larryp@apple.com,Larry,Perez,800-870-5887,30004,Existing Customer,47,M,2,Graduate,Unknown,$80K - $120K,Blue,43,3,2,2,2158.0,1170.0,988.0,0.73,4421,89,0.679,0.542
710248233,phill@gmail.com,Patrick,Hill,702-733-5255,95003,Existing Customer,37,M,3,College,Single,$40K - $60K,Blue,28,5,2,3,3490.0,1421.0,2069.0,1.125,3392,80,0.86,0.407
712146558,ruth.williams@amazon.com,Ruth,Williams,900-946-9410,95001,Existing Customer,48,F,5,Uneducated,Married,Less than $40K,Blue,30,3,2,3,2364.0,1619.0,745.0,0.585,3230,65,0.711,0.685
715179933,helenj@amazon.com,Helen,Jones,702-733-2534,40004,Existing Customer,49,F,2,High School,Married,Unknown,Blue,36,6,2,3,15704.0,0.0,15704.0,0.924,4253,91,0.685,0.0
709215708,rhall@aol.com,Ryan,Hall,713-363-9383,95001,Existing Customer,49,M,2,Post-Graduate,Unknown,$60K - $80K,Blue,36,4,2,5,18253.0,2517.0,15736.0,0.91,3737,73,0.587,0.138
710668458,kareny@oracle.com,Karen,Young,404-417-1105,10002,Existing Customer,48,F,4,Graduate,Married,Less than $40K,Blue,36,5,3,0,3696.0,0.0,3696.0,0.916,3405,76,0.727,0.0
718828083,eric.wright@gmail.com,Eric,Wright,404-771-9225,40004,Existing Customer,52,M,1,Graduate,Single,$40K - $60K,Blue,43,4,3,3,8748.0,2284.0,6464.0,0.839,3533,73,0.587,0.261
720781158,laura.flores@gmail.com,Laura,Flores,888-302-2498,10004,Existing Customer,44,F,2,Uneducated,Divorced,$40K - $60K,Blue,27,4,2,3,5608.0,1243.0,4365.0,0.497,3829,74,0.396,0.222
716938383,larry.anderson@aol.com,Larry,Anderson,415-886-2975,20003,Existing Customer,41,M,4,Unknown,Married,$80K - $120K,Blue,28,3,2,3,34516.0,0.0,34516.0,0.743,3811,61,0.743,0.0
709976358,karenb@google.com,Karen,Baker,503-247-1224,50001,Existing Customer,51,F,1,Unknown,Single,Less than $40K,Blue,42,4,3,3,3236.0,0.0,3236.0,0.797,3952,80,0.739,0.0
715688958,michellelee@apple.com,Michelle,Lee,888-621-5615,70005,Existing Customer,45,F,2,Post-Graduate,Single,Less than $40K,Blue,36,3,1,3,2736.0,2043.0,693.0,0.801,4550,84,0.75,0.747
721493883,carola@microsoft.com,Carol,Anderson,312-595-2692,40002,Existing Customer,49,F,4,Unknown,Single,Less than $40K,Blue,35,5,2,2,5195.0,0.0,5195.0,1.135,3313,69,0.769,0.0
709830783,kennethdavis@apple.com,Kenneth,Davis,503-334-5727,40003,Existing Customer,47,M,5,Unknown,Single,$120K +,Silver,36,5,2,2,34516.0,1686.0,32830.0,0.937,4039,72,0.756,0.049
715354983,gdavis@amazon.com,George,Davis,900-566-6470,10002,Existing Customer,44,M,3,Graduate,Married,$40K - $60K,Blue,35,6,3,1,6327.0,0.0,6327.0,0.666,3653,77,0.674,0.0
713532858,jasonj@aol.com,Jason,Jones,312-695-7120,60002,Existing Customer,42,M,2,Doctorate,Unknown,$80K - $120K,Blue,36,6,1,2,4728.0,1386.0,3342.0,0.756,4077,70,0.628,0.293
721295658,andrew.scott@cisco.com,Andrew,Scott,800-703-6218,95005,Existing Customer,62,M,1,Unknown,Single,$80K - $120K,Blue,55,6,1,4,34516.0,2517.0,31999.0,0.945,3975,63,0.537,0.073
720313083,jflores@ibm.com,Jack,Flores,713-234-2668,30003,Existing Customer,32,M,1,Unknown,Single,$120K +,Blue,18,5,3,2,6276.0,2289.0,3987.0,0.637,2637,68,0.388,0.365
720724008,brian.robinson@apple.com,Brian,Robinson,888-522-1419,30005,Existing Customer,43,M,2,Graduate,Single,$80K - $120K,Blue,36,4,1,4,13430.0,2356.0,11074.0,0.718,3717,67,0.675,0.175
712828533,justin.perez@oracle.com,Justin,Perez,503-281-4806,60002,Existing Customer,62,M,1,Graduate,Single,$60K - $80K,Blue,36,3,1,2,2796.0,0.0,2796.0,0.563,4820,74,0.644,0.0
717007458,ryan.smith@hotmail.com,Ryan,Smith,713-474-8611,90002,Existing Customer,46,M,2,Graduate,Married,$40K - $60K,Blue,38,4,3,3,2457.0,1051.0,1406.0,0.982,3256,71,0.919,0.428
710728458,dlee@oracle.com,Deborah,Lee,404-381-2826,20002,Existing Customer,62,F,1,Unknown,Single,Less than $40K,Blue,36,3,3,2,7075.0,1396.0,5679.0,0.532,4409,75,0.531,0.197
717720108,brandonc@hotmail.com,Brandon,Campbell,800-968-4835,50004,Existing Customer,42,M,2,Graduate,Married,$80K - $120K,Blue,31,4,2,3,12386.0,980.0,11406.0,0.656,3274,69,0.568,0.079
720648483,garyscott@cisco.com,Gary,Scott,888-909-4120,80005,Existing Customer,39,M,4,College,Single,$80K - $120K,Blue,31,4,3,2,32210.0,1115.0,31095.0,0.62,1821,53,0.514,0.035
770146008,gjackson@intel.com,Gary,Jackson,713-527-8880,95003,Existing Customer,59,M,1,Graduate,Single,$40K - $60K,Blue,53,4,3,2,2136.0,1502.0,634.0,0.648,1908,37,0.37,0.703
714829683,paul.hall@cisco.com,Paul,Hall,415-723-8128,95001,Existing Customer,43,M,2,Doctorate,Single,$80K - $120K,Blue,36,3,3,3,10851.0,1101.0,9750.0,0.702,3688,65,0.757,0.101
717015333,dnelson@apple.com,Dennis,Nelson,503-653-9565,40001,Existing Customer,52,M,1,Unknown,Divorced,$120K +,Blue,41,6,1,2,2717.0,1953.0,764.0,0.809,3974,70,0.556,0.719
757837458,dorothya@ymail.com,Dorothy,Allen,888-412-7306,10005,Existing Customer,59,F,2,High School,Single,Unknown,Blue,52,4,2,4,3578.0,663.0,2915.0,0.674,4065,79,0.646,0.185
719240358,nmartin@intel.com,Nicholas,Martin,503-735-6390,40003,Existing Customer,60,M,1,Unknown,Single,$60K - $80K,Blue,50,4,3,0,10698.0,1790.0,8908.0,0.981,4095,67,0.914,0.167
719036883,deborahr@ymail.com,Deborah,Rivera,503-277-2561,50002,Existing Customer,48,F,1,Uneducated,Divorced,Less than $40K,Blue,38,3,3,2,4668.0,0.0,4668.0,0.896,4163,77,0.453,0.0
714000108,emoore@microsoft.com,Elizabeth,Moore,702-974-5100,70001,Existing Customer,40,F,3,College,Divorced,Unknown,Blue,36,5,2,4,6772.0,0.0,6772.0,0.483,3658,66,0.65,0.0
720786033,matthewwilson@amazon.com,Matthew,Wilson,900-883-5671,70004,Existing Customer,55,M,1,College,Single,$80K - $120K,Blue,42,5,2,4,10696.0,1206.0,9490.0,0.958,2489,38,0.9,0.113
708917133,kgreen@ibm.com,Kevin,Green,212-974-3391,50005,Existing Customer,48,M,3,High School,Single,$80K - $120K,Blue,35,3,3,4,11851.0,0.0,11851.0,0.43,4498,73,0.622,0.0
818929158,larryt@intel.com,Larry,Taylor,888-492-5348,30003,Existing Customer,36,M,2,Doctorate,Single,$40K - $60K,Blue,31,3,3,2,11558.0,0.0,11558.0,0.545,2220,53,0.828,0.0
709513458,alexanderr@intel.com,Alexander,Rodriguez,702-698-8220,95004,Existing Customer,49,M,3,High School,Unknown,$60K - $80K,Blue,36,3,2,2,9551.0,1833.0,7718.0,1.675,3213,52,1.476,0.192
717705858,garyjackson@oracle.com,Gary,Jackson,415-716-1950,95005,Existing Customer,40,M,2,High School,Unknown,$80K - $120K,Blue,32,4,3,3,29923.0,0.0,29923.0,0.937,2528,52,0.793,0.0
716573058,helen.lewis@gmail.com,Helen,Lewis,800-906-5596,80002,Attrited Customer,54,F,3,Doctorate,Unknown,Less than $40K,Blue,36,3,3,4,1438.3,0.0,1438.3,0.499,1598,40,0.29,0.0
827695683,william.nguyen@gmail.com,William,Nguyen,702-637-5599,80004,Existing Customer,40,M,3,Uneducated,Single,$120K +,Blue,36,4,2,5,34516.0,1329.0,33187.0,0.574,3906,77,0.51,0.039
819189108,stephen.gonzalez@ymail.com,Stephen,Gonzalez,503-500-1280,70004,Existing Customer,63,M,0,College,Single,$80K - $120K,Blue,56,6,2,2,9033.0,0.0,9033.0,0.78,4456,85,0.635,0.0
716977758,bdavis@ibm.com,Betty,Davis,617-689-7489,30001,Attrited Customer,44,F,3,Uneducated,Married,Less than $40K,Blue,36,2,3,1,3675.0,2517.0,1158.0,0.766,1913,35,0.667,0.685
714901383,williamm@aol.com,William,Mitchell,404-219-5846,10003,Existing Customer,44,M,2,High School,Married,$80K - $120K,Blue,38,6,3,3,9183.0,2191.0,6992.0,0.582,4503,69,0.643,0.239
718500633,sandraw@cisco.com,Sandra,Walker,312-411-4162,20001,Existing Customer,45,F,4,Unknown,Married,Less than $40K,Blue,36,5,1,1,7924.0,1896.0,6028.0,1.161,3270,58,0.933,0.239
713516433,nancy.walker@gmail.com,Nancy,Walker,213-759-1235,40001,Existing Customer,36,F,3,College,Single,Less than $40K,Blue,36,6,1,0,5383.0,737.0,4646.0,0.956,2934,80,0.633,0.137
715140933,carol.miller@oracle.com,Carol,Miller,415-727-2715,20003,Existing Customer,45,F,3,Graduate,Single,$40K - $60K,Silver,39,5,2,4,21425.0,1459.0,19966.0,1.061,3704,60,0.538,0.068
712642533,markt@intel.com,Mark,Thomas,415-317-2462,60002,Existing Customer,38,M,3,Unknown,Unknown,$80K - $120K,Blue,26,6,1,3,32866.0,2098.0,30768.0,0.549,3788,76,0.689,0.064
721498008,ruthw@google.com,Ruth,Williams,212-880-1336,20003,Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,35,5,2,2,1438.3,0.0,1438.3,0.978,3966,57,0.781,0.0
717189183,brandonm@apple.com,Brandon,Moore,800-238-9518,95002,Existing Customer,35,M,1,Doctorate,Single,$40K - $60K,Blue,24,6,3,2,10467.0,1961.0,8506.0,0.713,2665,65,0.667,0.187
708902883,timothy.mitchell@ibm.com,Timothy,Mitchell,212-830-3426,10001,Existing Customer,55,M,2,Graduate,Single,$120K +,Blue,36,5,2,2,12856.0,0.0,12856.0,0.51,3364,61,0.564,0.0
817889583,carol.moore@ymail.com,Carol,Moore,312-817-8961,95003,Attrited Customer,61,F,0,Graduate,Single,$40K - $60K,Blue,56,3,3,4,9721.0,0.0,9721.0,0.826,2260,46,1.0,0.0
717242058,nancyking@microsoft.com,Nancy,King,213-751-9122,10002,Attrited Customer,43,F,5,Graduate,Married,Less than $40K,Blue,39,2,3,4,3981.0,0.0,3981.0,0.764,2134,42,0.355,0.0
715628733,nhall@google.com,Nancy,Hall,503-793-1536,70003,Existing Customer,40,F,4,Unknown,Single,Less than $40K,Blue,36,6,3,4,7587.0,0.0,7587.0,0.82,3157,59,0.844,0.0
716613933,lisawilson@hotmail.com,Lisa,Wilson,617-967-2481,10004,Existing Customer,51,F,3,High School,Single,$40K - $60K,Blue,36,6,5,2,3417.0,1482.0,1935.0,0.705,3651,60,0.818,0.434
712709508,patriciasmith@hotmail.com,Patricia,Smith,800-504-5028,80004,Existing Customer,48,F,2,Unknown,Single,Unknown,Blue,40,3,3,4,8012.0,0.0,8012.0,0.596,2645,63,0.8,0.0
716306583,nicholast@ibm.com,Nicholas,Taylor,617-802-6879,40004,Attrited Customer,64,M,0,Graduate,Single,Less than $40K,Blue,36,3,3,5,3812.0,2517.0,1295.0,0.586,2325,45,0.731,0.66
720026058,mark.baker@google.com,Mark,Baker,800-347-3681,40002,Existing Customer,49,M,3,Graduate,Married,$80K - $120K,Blue,36,6,1,3,21378.0,1284.0,20094.0,1.101,3526,64,0.684,0.06
756397458,mperez@microsoft.com,Michelle,Perez,900-391-5397,40002,Existing Customer,54,F,1,Graduate,Single,Less than $40K,Silver,47,6,3,4,12873.0,0.0,12873.0,1.005,3170,70,0.842,0.0
712644483,benjaminr@cisco.com,Benjamin,Robinson,312-858-2766,10003,Existing Customer,46,M,3,High School,Single,$60K - $80K,Blue,39,5,3,1,20229.0,1217.0,19012.0,0.741,4270,62,0.55,0.06
814489683,donnamartin@aol.com,Donna,Martin,702-942-4195,90004,Existing Customer,34,F,2,Unknown,Single,Less than $40K,Blue,29,3,1,0,5387.0,795.0,4592.0,0.837,2596,59,1.034,0.148
789111483,edwardtorres@google.com,Edward,Torres,503-899-4770,50005,Existing Customer,46,M,3,Graduate,Unknown,$80K - $120K,Blue,34,5,3,4,16546.0,1850.0,14696.0,0.729,4255,75,0.562,0.112
709573533,daniel.martin@gmail.com,Daniel,Martin,800-663-1420,90003,Existing Customer,48,M,3,Uneducated,Married,$40K - $60K,Blue,34,5,1,2,11191.0,0.0,11191.0,0.58,3914,71,0.775,0.0
807137808,brianb@intel.com,Brian,Baker,415-937-1239,10003,Existing Customer,45,M,3,High School,Divorced,$60K - $80K,Blue,40,4,1,2,17576.0,0.0,17576.0,0.667,3494,67,0.718,0.0
711861258,emilygonzalez@intel.com,Emily,Gonzalez,213-792-1673,30001,Existing Customer,65,F,1,Uneducated,Single,Less than $40K,Blue,36,3,2,3,4182.0,0.0,4182.0,0.691,4046,57,0.629,0.0
716660583,stevena@gmail.com,Steven,Anderson,503-927-7473,95001,Existing Customer,45,M,0,Graduate,Single,$40K - $60K,Blue,37,4,5,2,10271.0,1746.0,8525.0,0.661,3696,72,0.6,0.17
717222033,helenhill@hotmail.com,Helen,Hill,415-531-3461,10005,Existing Customer,40,F,3,Unknown,Single,Less than $40K,Blue,28,3,1,4,1647.0,1198.0,449.0,0.76,4272,76,0.81,0.727
716617608,lisac@cisco.com,Lisa,Clark,503-686-1263,30002,Existing Customer,50,F,1,High School,Single,Less than $40K,Blue,36,6,3,3,1560.0,995.0,565.0,0.615,1936,58,0.657,0.638
716786808,anthonyg@aol.com,Anthony,Green,213-852-8173,95002,Existing Customer,40,M,5,Post-Graduate,Single,$60K - $80K,Blue,30,3,2,2,1659.0,0.0,1659.0,0.585,3838,66,0.692,0.0
718882008,dmitchell@hotmail.com,Dennis,Mitchell,617-995-6037,90005,Existing Customer,38,M,1,High School,Single,$120K +,Blue,27,6,2,2,22487.0,889.0,21598.0,0.528,4960,73,0.46,0.04
770975133,frankg@cisco.com,Frank,Gonzalez,213-385-5563,90003,Existing Customer,36,M,0,Graduate,Unknown,Less than $40K,Blue,23,5,2,4,5403.0,1854.0,3549.0,0.712,4382,74,0.542,0.343
715234008,caroln@ymail.com,Carol,Nguyen,404-568-9236,60004,Existing Customer,54,F,1,High School,Single,$40K - $60K,Blue,36,6,3,3,4717.0,1590.0,3127.0,0.802,4216,67,0.595,0.337
709326183,samuel.mitchell@intel.com,Samuel,Mitchell,900-755-3100,95005,Existing Customer,50,M,2,High School,Single,$60K - $80K,Blue,40,6,2,2,5180.0,1211.0,3969.0,0.809,3447,74,0.85,0.234
721233033,erica@aol.com,Eric,Adams,617-545-7357,40001,Attrited Customer,50,M,2,High School,Single,$80K - $120K,Blue,38,1,2,3,4915.0,464.0,4451.0,0.242,1474,36,0.091,0.094
712319958,richardc@apple.com,Richard,Campbell,212-206-7927,90005,Existing Customer,41,M,4,High School,Married,$80K - $120K,Blue,29,4,2,1,12154.0,2517.0,9637.0,0.864,3853,71,0.775,0.207
712198983,brian.carter@hotmail.com,Brian,Carter,503-891-7044,80003,Existing Customer,46,M,4,Graduate,Married,$60K - $80K,Blue,36,3,3,3,3258.0,0.0,3258.0,0.784,3169,67,0.489,0.0
772103208,donna.young@intel.com,Donna,Young,800-745-7863,90005,Existing Customer,44,F,5,High School,Unknown,Unknown,Blue,33,4,3,2,13349.0,0.0,13349.0,0.882,3534,78,0.902,0.0
779502333,danielh@hotmail.com,Daniel,Hall,702-871-1653,95003,Attrited Customer,50,M,4,Graduate,Single,$120K +,Silver,32,5,3,2,34516.0,0.0,34516.0,0.321,1480,37,0.276,0.0
718737708,charlesmartinez@oracle.com,Charles,Martinez,312-534-9228,95002,Existing Customer,45,M,4,Graduate,Single,$80K - $120K,Blue,33,3,5,3,31458.0,1202.0,30256.0,0.673,4202,66,0.61,0.038
821351958,ruths@google.com,Ruth,Scott,713-857-5824,90004,Existing Customer,40,F,4,College,Married,Less than $40K,Blue,36,6,1,2,1438.3,0.0,1438.3,0.785,3308,54,1.0,0.0
716142858,bettyramirez@ymail.com,Betty,Ramirez,213-231-6572,70002,Existing Customer,46,F,4,Uneducated,Married,Less than $40K,Silver,36,3,1,4,10961.0,1391.0,9570.0,0.662,3914,77,0.75,0.127
826079508,matthew.lewis@gmail.com,Matthew,Lewis,415-470-2545,40004,Existing Customer,48,M,2,Unknown,Unknown,$60K - $80K,Blue,44,4,3,3,8904.0,1886.0,7018.0,0.945,3654,65,0.757,0.212
773236983,gary.thomas@apple.com,Gary,Thomas,713-989-2024,30003,Existing Customer,47,M,4,High School,Married,$40K - $60K,Blue,40,4,2,3,2498.0,2258.0,240.0,0.992,1839,29,0.706,0.904
826717533,jdavis@ibm.com,Justin,Davis,213-242-8489,50003,Existing Customer,42,M,3,Graduate,Unknown,$80K - $120K,Blue,38,6,1,1,16105.0,724.0,15381.0,0.949,4631,76,0.767,0.045
789334458,donna.taylor@amazon.com,Donna,Taylor,213-444-3915,10005,Existing Customer,43,F,3,Graduate,Unknown,Unknown,Silver,33,3,1,3,34516.0,1858.0,32658.0,0.622,4197,67,0.523,0.054
814092858,nlopez@hotmail.com,Nancy,Lopez,702-820-7577,10003,Existing Customer,49,F,3,Graduate,Unknown,Unknown,Blue,44,5,2,1,2222.0,694.0,1528.0,0.903,4372,65,0.711,0.312
708355683,deborahw@apple.com,Deborah,Walker,900-593-5231,40001,Existing Customer,46,F,4,Graduate,Married,Unknown,Blue,38,3,2,3,16815.0,0.0,16815.0,0.938,2976,65,0.512,0.0
803124408,kimberlyy@hotmail.com,Kimberly,Young,213-946-8766,50002,Attrited Customer,41,F,3,Unknown,Married,Unknown,Blue,35,2,3,5,11538.0,0.0,11538.0,0.507,1926,53,0.432,0.0
789964983,djohnson@ibm.com,Dennis,Johnson,312-572-1652,80003,Attrited Customer,45,M,2,Graduate,Divorced,$40K - $60K,Blue,36,2,2,4,9569.0,0.0,9569.0,0.598,1724,35,0.25,0.0
720303933,jclark@intel.com,Justin,Clark,617-921-3187,50004,Existing Customer,40,M,2,Graduate,Married,$80K - $120K,Blue,36,6,1,3,3340.0,1282.0,2058.0,0.724,4526,82,0.547,0.384
708665133,nicholas.lopez@intel.com,Nicholas,Lopez,415-944-3808,70005,Existing Customer,40,M,2,Graduate,Married,$80K - $120K,Blue,28,6,2,3,3654.0,1172.0,2482.0,0.938,4003,67,0.595,0.321
828236133,matthewhernandez@apple.com,Matthew,Hernandez,415-944-6902,70005,Existing Customer,49,M,2,Graduate,Married,$40K - $60K,Blue,45,4,2,0,10541.0,1387.0,9154.0,0.72,4269,92,0.614,0.132
712000758,brianr@oracle.com,Brian,Rivera,212-932-8724,50003,Existing Customer,51,M,4,Uneducated,Single,$120K +,Silver,39,5,2,1,34516.0,1959.0,32557.0,0.888,3997,54,0.929,0.057
715378383,lperez@oracle.com,Laura,Perez,212-737-3423,10005,Existing Customer,43,F,4,Graduate,Single,Unknown,Silver,36,4,3,4,34516.0,1893.0,32623.0,0.748,3639,76,1.0,0.055
769985883,jackwhite@ymail.com,Jack,White,888-364-9468,70004,Existing Customer,45,M,2,Graduate,Single,$80K - $120K,Blue,39,6,3,3,1613.0,0.0,1613.0,0.635,3549,65,0.444,0.0
709297608,george.martin@hotmail.com,George,Martin,800-880-9810,90005,Attrited Customer,38,M,3,College,Single,$80K - $120K,Blue,26,3,3,2,1438.3,0.0,1438.3,0.399,1585,32,0.455,0.0
716971833,jenniferlopez@amazon.com,Jennifer,Lopez,503-568-8186,80004,Existing Customer,40,F,2,Uneducated,Married,Unknown,Blue,29,5,3,3,13126.0,0.0,13126.0,0.725,4496,61,0.848,0.0
801373833,thomasm@cisco.com,Thomas,Mitchell,900-501-1461,70001,Existing Customer,49,M,4,College,Divorced,$40K - $60K,Blue,43,3,2,3,1922.0,710.0,1212.0,0.951,2920,46,1.421,0.369
716040783,nancymartin@amazon.com,Nancy,Martin,213-466-5904,50005,Existing Customer,45,F,3,Graduate,Unknown,Less than $40K,Silver,36,3,2,2,14521.0,0.0,14521.0,0.41,4178,66,0.467,0.0
817977933,bettyhill@amazon.com,Betty,Hill,212-722-7849,50002,Attrited Customer,63,F,0,Graduate,Single,Less than $40K,Blue,56,5,6,3,1931.0,1531.0,400.0,0.778,2288,48,0.714,0.793
827055333,davidrodriguez@cisco.com,David,Rodriguez,617-304-9820,10005,Existing Customer,43,M,3,Graduate,Single,$40K - $60K,Blue,39,5,3,5,8513.0,1042.0,7471.0,0.702,2015,37,0.682,0.122
772116408,williammartinez@hotmail.com,William,Martinez,900-753-6112,90001,Existing Customer,50,M,1,High School,Single,$40K - $60K,Blue,39,4,1,1,2421.0,1029.0,1392.0,0.675,2377,56,0.75,0.425
734924658,ruthscott@intel.com,Ruth,Scott,888-334-8436,70002,Existing Customer,47,F,5,High School,Married,Less than $40K,Blue,36,5,3,1,1478.0,792.0,686.0,0.873,4123,67,0.489,0.536
711775383,georgek@amazon.com,George,King,415-217-5943,60001,Existing Customer,63,M,1,Graduate,Single,$60K - $80K,Blue,36,6,1,4,2466.0,0.0,2466.0,1.077,4059,66,0.65,0.0
715019058,sarahrobinson@intel.com,Sarah,Robinson,312-487-1882,90004,Existing Customer,30,F,2,Post-Graduate,Divorced,Less than $40K,Blue,36,3,1,2,2501.0,1845.0,656.0,0.668,2933,65,0.806,0.738
780715683,johnallen@apple.com,John,Allen,800-829-4675,40005,Existing Customer,41,M,3,Doctorate,Single,$60K - $80K,Blue,30,4,1,3,13602.0,0.0,13602.0,0.699,3582,69,0.683,0.0
827341383,dgarcia@intel.com,David,Garcia,900-737-9807,10005,Existing Customer,38,M,3,Graduate,Single,Less than $40K,Blue,34,5,3,2,3094.0,1317.0,1777.0,0.957,3607,81,0.884,0.426
708757233,helenyoung@microsoft.com,Helen,Young,617-700-6969,95002,Existing Customer,44,F,2,High School,Married,Less than $40K,Blue,32,4,2,3,2485.0,1489.0,996.0,0.779,3697,77,0.833,0.599
710504283,brianj@hotmail.com,Brian,Johnson,900-490-8965,80003,Existing Customer,50,M,1,Uneducated,Married,$80K - $120K,Blue,39,6,3,4,14817.0,1463.0,13354.0,0.795,4014,70,0.628,0.099
713919183,anthony.adams@amazon.com,Anthony,Adams,888-398-4483,10005,Existing Customer,50,M,3,Unknown,Married,$80K - $120K,Blue,39,5,3,4,13824.0,1582.0,12242.0,0.522,4630,74,0.644,0.114
713171358,kimberly.johnson@intel.com,Kimberly,Johnson,404-951-8941,20003,Existing Customer,46,F,4,College,Single,Less than $40K,Blue,36,6,1,2,1438.3,0.0,1438.3,0.749,3880,74,0.721,0.0
773140683,anthonym@amazon.com,Anthony,Martinez,415-284-3496,80005,Existing Customer,51,M,0,Unknown,Married,$60K - $80K,Blue,43,4,1,2,3797.0,1202.0,2595.0,0.695,4191,65,0.757,0.317
716358033,kjackson@cisco.com,Karen,Jackson,415-832-8359,60004,Existing Customer,53,F,1,Graduate,Single,Less than $40K,Blue,43,6,3,4,6189.0,0.0,6189.0,0.538,5004,65,0.806,0.0
826410708,gregorywilson@apple.com,Gregory,Wilson,800-997-4250,70005,Existing Customer,40,M,4,Unknown,Married,$60K - $80K,Blue,36,3,2,3,22956.0,1407.0,21549.0,0.709,5554,64,0.6,0.061
789717708,lisaking@ibm.com,Lisa,King,415-247-5666,70003,Existing Customer,49,F,1,Unknown,Married,$40K - $60K,Blue,37,5,2,4,3943.0,1135.0,2808.0,0.672,4180,82,0.783,0.288
711679533,jeffreyc@ymail.com,Jeffrey,Campbell,702-706-8620,70002,Existing Customer,54,M,2,Post-Graduate,Divorced,$120K +,Blue,43,3,2,2,5569.0,968.0,4601.0,0.949,2600,60,0.714,0.174
711342483,jgreen@apple.com,Jerry,Green,800-299-5988,95003,Existing Customer,50,M,1,College,Married,$80K - $120K,Blue,36,5,2,3,2418.0,1720.0,698.0,1.019,3896,58,0.812,0.711
720242733,jonathan.jones@google.com,Jonathan,Jones,312-453-9922,60001,Existing Customer,45,M,4,Unknown,Single,Less than $40K,Blue,36,5,2,3,1963.0,1549.0,414.0,0.778,3718,75,0.596,0.789
721213833,lbrown@microsoft.com,Lisa,Brown,212-662-2615,60005,Existing Customer,46,F,2,High School,Unknown,Unknown,Blue,32,4,1,3,7966.0,1423.0,6543.0,0.987,3780,75,0.923,0.179
756624183,lisa.scott@intel.com,Lisa,Scott,213-636-1220,90005,Existing Customer,51,F,3,Graduate,Married,Less than $40K,Blue,44,6,1,3,7742.0,2024.0,5718.0,0.929,3507,69,0.568,0.261
717622308,betty.moore@oracle.com,Betty,Moore,888-995-8507,95002,Existing Customer,63,F,0,High School,Single,Less than $40K,Blue,36,4,3,3,2074.0,1688.0,386.0,0.62,4232,75,0.5,0.814
714629358,donna.rodriguez@oracle.com,Donna,Rodriguez,404-395-5709,90002,Attrited Customer,54,F,3,Graduate,Divorced,$40K - $60K,Blue,34,2,3,4,4948.0,0.0,4948.0,0.392,1796,41,0.519,0.0
744307008,kennethjackson@amazon.com,Kenneth,Jackson,212-282-8557,30003,Existing Customer,51,M,1,Uneducated,Married,$60K - $80K,Blue,44,4,2,3,4988.0,0.0,4988.0,0.619,3890,74,0.644,0.0
708871158,kennethg@microsoft.com,Kenneth,Green,404-597-2419,90005,Existing Customer,60,M,1,Graduate,Single,$60K - $80K,Silver,42,4,3,4,28701.0,0.0,28701.0,1.165,3516,57,0.727,0.0
710979033,georgec@hotmail.com,George,Clark,800-359-6612,50004,Existing Customer,30,M,0,Unknown,Single,$40K - $60K,Blue,20,3,1,3,6607.0,2517.0,4090.0,0.854,3046,73,0.78,0.381
818903583,joshuat@ibm.com,Joshua,Taylor,503-985-6101,60003,Existing Customer,44,M,5,Uneducated,Divorced,$60K - $80K,Blue,39,5,2,0,16034.0,1597.0,14437.0,0.775,3628,59,0.903,0.1
